datetime,pm2_5
2021-05-12 15:45:27,23.5
2021-05-12 15:45:29,23.5
2021-05-12 15:45:37,23.1
2021-05-12 15:45:39,23.1
2021-05-12 15:45:41,23.5
2021-05-12 15:45:49,23.5
2021-05-12 15:45:51,23.4
2021-05-12 15:45:53,23.5
2021-05-12 15:46:01,23.1
2021-05-12 15:46:03,23.1
2021-05-12 15:46:05,23.1
2021-05-12 15:46:19,23.1
2021-05-12 15:46:21,23.5
2021-05-12 15:46:23,23.5
2021-05-12 15:46:25,23.5
2021-05-12 15:46:27,23.8
2021-05-12 15:46:29,23.8
2021-05-12 15:46:37,24.2
2021-05-12 15:46:39,24.5
2021-05-12 15:46:41,24.2
2021-05-12 15:46:43,24.2
2021-05-12 15:46:45,24.2
2021-05-12 15:46:47,24.1
2021-05-12 15:46:49,23.8
2021-05-12 15:46:51,23.8
2021-05-12 15:46:53,23.8
2021-05-12 15:46:55,23.8
2021-05-12 15:46:57,23.8
2021-05-12 15:46:59,23.8
2021-05-12 15:47:01,24.2
2021-05-12 15:47:03,24.2
2021-05-12 15:47:05,24.5
2021-05-12 15:47:07,24.5
2021-05-12 15:47:09,24.5
2021-05-12 15:47:11,24.5
2021-05-12 15:47:13,24.5
2021-05-12 15:47:15,24.5
2021-05-12 15:47:17,24.5
2021-05-12 15:47:19,24.9
2021-05-12 15:47:21,24.9
2021-05-12 15:47:23,24.5
2021-05-12 15:47:31,24.2
2021-05-12 15:47:33,24.2
2021-05-12 15:47:35,24.2
2021-05-12 15:47:37,24.2
2021-05-12 15:47:39,24.2
2021-05-12 15:47:41,24.2
2021-05-12 15:47:43,24.5
2021-05-12 15:47:45,24.5
2021-05-12 15:47:47,24.1
2021-05-12 15:47:55,24.5
2021-05-12 15:47:57,24.5
2021-05-12 15:47:59,24.5
2021-05-12 15:48:01,24.5
2021-05-12 15:48:03,24.5
2021-05-12 15:48:05,24.5
2021-05-12 15:48:13,24.1
2021-05-12 15:48:15,24.5
2021-05-12 15:48:17,24.2
2021-05-12 15:48:19,24.2
2021-05-12 15:48:21,23.8
2021-05-12 15:48:23,23.8
2021-05-12 15:48:25,23.8
2021-05-12 15:48:27,23.8
2021-05-12 15:48:29,23.8
2021-05-12 15:48:31,23.8
2021-05-12 15:48:33,23.8
2021-05-12 15:48:35,24.2
2021-05-12 15:48:37,24.2
2021-05-12 15:48:39,24.2
2021-05-12 15:48:41,24.1
2021-05-12 15:48:43,24.2
2021-05-12 15:48:45,24.2
2021-05-12 15:48:47,24.2
2021-05-12 15:48:49,24.2
2021-05-12 15:48:51,23.8
2021-05-12 15:48:53,23.8
2021-05-12 15:48:55,23.8
2021-05-12 15:48:57,23.8
2021-05-12 15:48:59,23.8
2021-05-12 15:49:07,23.5
2021-05-12 15:49:09,23.5
2021-05-12 15:49:11,23.5
2021-05-12 15:49:13,23.5
2021-05-12 15:49:15,23.1
2021-05-12 15:49:17,23.1
2021-05-12 15:49:19,23.5
2021-05-12 15:49:21,23.4
2021-05-12 15:49:23,23.8
2021-05-12 15:49:31,23.8
2021-05-12 15:49:33,23.5
2021-05-12 15:49:35,23.5
2021-05-12 15:49:37,23.5
2021-05-12 15:49:39,23.4
2021-05-12 15:49:41,23.5
2021-05-12 15:49:43,23.5
2021-05-12 15:49:45,23.5
2021-05-12 15:49:47,23.5
2021-05-12 15:49:49,23.8
2021-05-12 15:49:51,23.8
2021-05-12 15:49:53,24.2
2021-05-12 15:49:55,23.8
2021-05-12 15:49:57,24.2
2021-05-12 15:49:59,23.8
2021-05-12 15:50:01,23.8
2021-05-12 15:50:03,23.8
2021-05-12 15:50:05,23.8
2021-05-12 15:50:07,23.8
2021-05-12 15:50:09,24.2
2021-05-12 15:50:11,24.2
2021-05-12 15:50:19,24.2
2021-05-12 15:50:21,24.2
2021-05-12 15:50:23,24.2
2021-05-12 15:50:37,24.1
2021-05-12 15:50:39,23.8
2021-05-12 15:50:41,24.2
2021-05-12 15:50:43,24.2
2021-05-12 15:50:45,24.2
2021-05-12 15:50:47,24.2
2021-05-12 15:50:49,24.5
2021-05-12 15:50:51,24.6
2021-05-12 15:50:53,24.2
2021-05-12 15:51:07,24.2
2021-05-12 15:51:09,24.2
2021-05-12 15:51:11,24.2
2021-05-12 15:51:13,24.2
2021-05-12 15:51:15,24.1
2021-05-12 15:51:17,23.9
2021-05-12 15:51:19,24.2
2021-05-12 15:51:21,24.2
2021-05-12 15:51:23,24.2
2021-05-12 15:51:31,24.2
2021-05-12 15:51:33,24.2
2021-05-12 15:51:35,24.2
2021-05-12 15:51:37,24.2
2021-05-12 15:51:39,24.2
2021-05-12 15:51:41,24.2
2021-05-12 15:51:55,23.9
2021-05-12 15:51:57,23.5
2021-05-12 15:51:59,23.5
2021-05-12 15:52:13,23.5
2021-05-12 15:52:15,23.9
2021-05-12 15:52:17,23.9
2021-05-12 15:52:19,23.9
2021-05-12 15:52:21,23.5
2021-05-12 15:52:23,23.5
2021-05-12 15:52:31,23.5
2021-05-12 15:52:33,23.5
2021-05-12 15:52:35,23.5
2021-05-12 15:52:37,23.5
2021-05-12 15:52:39,23.9
2021-05-12 15:52:41,23.9
2021-05-12 15:52:43,23.9
2021-05-12 15:52:45,23.9
2021-05-12 15:52:47,23.9
2021-05-12 15:52:55,23.9
2021-05-12 15:52:57,24.2
2021-05-12 15:52:59,24.2
2021-05-12 15:53:07,24.2
2021-05-12 15:53:09,24.5
2021-05-12 15:53:11,24.6
2021-05-12 15:53:19,24.2
2021-05-12 15:53:21,24.2
2021-05-12 15:53:23,24.2
2021-05-12 15:53:31,24.2
2021-05-12 15:53:33,24.2
2021-05-12 15:53:35,24.2
2021-05-12 15:53:37,24.2
2021-05-12 15:53:39,24.2
2021-05-12 15:53:41,23.9
2021-05-12 15:53:43,24.2
2021-05-12 15:53:45,24.2
2021-05-12 15:53:47,23.8
2021-05-12 15:53:49,23.8
2021-05-12 15:53:51,23.9
2021-05-12 15:53:53,23.8
2021-05-12 15:53:55,23.9
2021-05-12 15:53:57,23.9
2021-05-12 15:53:59,24.2
2021-05-12 15:54:01,24.2
2021-05-12 15:54:03,24.2
2021-05-12 15:54:05,24.2
2021-05-12 15:54:07,24.2
2021-05-12 15:54:09,23.9
2021-05-12 15:54:11,23.9
2021-05-12 15:54:13,23.9
2021-05-12 15:54:15,24.3
2021-05-12 15:54:17,24.3
2021-05-12 15:54:19,24.2
2021-05-12 15:54:21,24.6
2021-05-12 15:54:23,24.6
2021-05-12 15:54:37,24.9
2021-05-12 15:54:39,24.6
2021-05-12 15:54:41,24.6
2021-05-12 15:54:43,24.9
2021-05-12 15:54:45,24.9
2021-05-12 15:54:47,24.9
2021-05-12 15:54:49,24.9
2021-05-12 15:54:51,24.9
2021-05-12 15:54:53,24.9
2021-05-12 15:54:55,24.9
2021-05-12 15:54:57,24.9
2021-05-12 15:54:59,24.6
2021-05-12 15:55:01,24.9
2021-05-12 15:55:03,24.9
2021-05-12 15:55:05,24.9
2021-05-12 15:55:07,24.9
2021-05-12 15:55:09,24.9
2021-05-12 15:55:11,24.6
2021-05-12 15:55:19,24.6
2021-05-12 15:55:21,24.6
2021-05-12 15:55:23,24.2
2021-05-12 15:55:43,24.2
2021-05-12 15:55:45,23.9
2021-05-12 15:55:47,23.9
2021-05-12 15:55:49,23.9
2021-05-12 15:55:51,23.9
2021-05-12 15:55:53,23.9
2021-05-12 15:55:55,23.9
2021-05-12 15:55:57,23.9
2021-05-12 15:55:59,23.9
2021-05-12 15:56:01,23.9
2021-05-12 15:56:03,23.8
2021-05-12 15:56:05,23.9
2021-05-12 15:56:07,23.5
2021-05-12 15:56:09,23.5
2021-05-12 15:56:11,23.9
2021-05-12 15:56:13,23.5
2021-05-12 15:56:15,23.5
2021-05-12 15:56:17,23.5
2021-05-12 15:56:19,23.5
2021-05-12 15:56:21,23.9
2021-05-12 15:56:23,23.5
2021-05-12 15:56:25,23.9
2021-05-12 15:56:27,23.5
2021-05-12 15:56:29,23.5
2021-05-12 15:56:31,23.5
2021-05-12 15:56:33,23.5
2021-05-12 15:56:35,23.5
2021-05-12 15:56:37,23.9
2021-05-12 15:56:39,23.8
2021-05-12 15:56:41,23.8
2021-05-12 15:56:43,23.9
2021-05-12 15:56:45,23.9
2021-05-12 15:56:47,23.9
2021-05-12 15:56:49,23.8
2021-05-12 15:56:51,23.9
2021-05-12 15:56:53,23.8
2021-05-12 15:56:55,23.5
2021-05-12 15:56:57,23.5
2021-05-12 15:56:59,23.9
2021-05-12 15:57:01,23.8
2021-05-12 15:57:03,23.9
2021-05-12 15:57:05,23.8
2021-05-12 15:57:07,23.9
2021-05-12 15:57:09,23.9
2021-05-12 15:57:11,23.9
2021-05-12 15:57:13,23.9
2021-05-12 15:57:15,24.2
2021-05-12 15:57:17,23.8
2021-05-12 15:57:19,24.2
2021-05-12 15:57:21,23.8
2021-05-12 15:57:23,24.2
2021-05-12 15:57:25,24.2
2021-05-12 15:57:27,24.2
2021-05-12 15:57:29,24.2
2021-05-12 15:57:31,24.2
2021-05-12 15:57:33,24.2
2021-05-12 15:57:35,24.2
2021-05-12 15:57:37,24.2
2021-05-12 15:57:39,24.2
2021-05-12 15:57:41,24.2
2021-05-12 15:57:43,24.2
2021-05-12 15:57:45,24.2
2021-05-12 15:57:47,24.2
2021-05-12 15:57:55,24.5
2021-05-12 15:57:57,24.5
2021-05-12 15:57:59,24.9
2021-05-12 15:58:07,24.5
2021-05-12 15:58:09,24.5
2021-05-12 15:58:11,24.5
2021-05-12 15:58:13,24.5
2021-05-12 15:58:15,24.5
2021-05-12 15:58:17,24.5
2021-05-12 15:58:19,24.2
2021-05-12 15:58:21,24.5
2021-05-12 15:58:23,24.2
2021-05-12 15:58:25,24.5
2021-05-12 15:58:27,24.5
2021-05-12 15:58:29,24.5
2021-05-12 15:58:43,24.9
2021-05-12 15:58:45,24.9
2021-05-12 15:58:47,24.9
2021-05-12 15:58:55,24.5
2021-05-12 15:58:57,24.5
2021-05-12 15:58:59,24.5
2021-05-12 15:59:01,24.5
2021-05-12 15:59:03,24.5
2021-05-12 15:59:05,24.2
2021-05-12 15:59:07,24.2
2021-05-12 15:59:09,24.1
2021-05-12 15:59:11,24.1
2021-05-12 15:59:13,24.1
2021-05-12 15:59:15,24.1
2021-05-12 15:59:17,24.1
2021-05-12 15:59:19,24.1
2021-05-12 15:59:21,24.1
2021-05-12 15:59:23,23.8
2021-05-12 15:59:31,23.8
2021-05-12 15:59:33,23.8
2021-05-12 15:59:35,23.4
2021-05-12 15:59:49,23.4
2021-05-12 15:59:51,23.8
2021-05-12 15:59:53,23.4
2021-05-12 15:59:55,23.4
2021-05-12 15:59:57,23.4
2021-05-12 15:59:59,23.4
2021-05-12 16:00:07,23.8
2021-05-12 16:00:09,23.8
2021-05-12 16:00:11,23.8
2021-05-12 16:00:13,23.8
2021-05-12 16:00:15,23.8
2021-05-12 16:00:17,23.8
2021-05-12 16:00:25,23.8
2021-05-12 16:00:27,23.8
2021-05-12 16:00:29,23.8
2021-05-12 16:00:37,23.8
2021-05-12 16:00:39,23.8
2021-05-12 16:00:41,23.8
2021-05-12 16:00:43,23.4
2021-05-12 16:00:45,23.4
2021-05-12 16:00:47,23.7
2021-05-12 16:01:01,23.7
2021-05-12 16:01:03,23.8
2021-05-12 16:01:05,23.8
2021-05-12 16:01:25,23.4
2021-05-12 16:01:27,23.4
2021-05-12 16:01:29,23.4
2021-05-12 16:01:31,23.4
2021-05-12 16:01:33,23.4
2021-05-12 16:01:35,23.4
2021-05-12 16:01:43,23.4
2021-05-12 16:01:45,23.8
2021-05-12 16:01:47,23.4
2021-05-12 16:01:49,23.4
2021-05-12 16:01:51,23.4
2021-05-12 16:01:53,23.8
2021-05-12 16:01:55,23.8
2021-05-12 16:01:57,23.4
2021-05-12 16:01:59,23.8
2021-05-12 16:02:07,23.4
2021-05-12 16:02:09,23.4
2021-05-12 16:02:11,23.4
2021-05-12 16:02:19,23.4
2021-05-12 16:02:21,23.1
2021-05-12 16:02:23,23.0
2021-05-12 16:02:25,23.1
2021-05-12 16:02:27,23.4
2021-05-12 16:02:29,23.4
2021-05-12 16:02:31,23.4
2021-05-12 16:02:33,23.4
2021-05-12 16:02:35,23.4
2021-05-12 16:02:37,23.4
2021-05-12 16:02:39,23.4
2021-05-12 16:02:41,23.4
2021-05-12 16:02:43,23.1
2021-05-12 16:02:45,23.0
2021-05-12 16:02:47,23.1
2021-05-12 16:03:01,23.4
2021-05-12 16:03:03,23.4
2021-05-12 16:03:05,23.4
2021-05-12 16:03:19,23.5
2021-05-12 16:03:21,23.8
2021-05-12 16:03:23,23.8
2021-05-12 16:03:25,23.8
2021-05-12 16:03:27,23.8
2021-05-12 16:03:29,23.8
2021-05-12 16:03:31,23.8
2021-05-12 16:03:33,23.8
2021-05-12 16:03:35,23.8
2021-05-12 16:03:37,23.8
2021-05-12 16:03:39,23.8
2021-05-12 16:03:41,23.8
2021-05-12 16:03:43,23.8
2021-05-12 16:03:45,23.7
2021-05-12 16:03:47,24.1
2021-05-12 16:03:49,24.1
2021-05-12 16:03:51,24.1
2021-05-12 16:03:53,24.1
2021-05-12 16:04:01,23.8
2021-05-12 16:04:03,23.8
2021-05-12 16:04:05,23.8
2021-05-12 16:04:13,23.8
2021-05-12 16:04:15,23.8
2021-05-12 16:04:17,23.7
2021-05-12 16:04:19,23.8
2021-05-12 16:04:21,23.8
2021-05-12 16:04:23,23.8
2021-05-12 16:04:31,23.4
2021-05-12 16:04:33,23.4
2021-05-12 16:04:35,23.8
2021-05-12 16:04:37,23.4
2021-05-12 16:04:39,23.4
2021-05-12 16:04:41,23.8
2021-05-12 16:04:43,23.4
2021-05-12 16:04:45,23.4
2021-05-12 16:04:47,23.4
2021-05-12 16:04:55,23.4
2021-05-12 16:04:57,23.4
2021-05-12 16:04:59,23.8
2021-05-12 16:05:01,23.4
2021-05-12 16:05:03,23.4
2021-05-12 16:05:05,23.4
2021-05-12 16:05:19,23.4
2021-05-12 16:05:21,23.4
2021-05-12 16:05:23,23.4
2021-05-12 16:05:31,23.4
2021-05-12 16:05:33,23.4
2021-05-12 16:05:35,23.4
2021-05-12 16:05:37,23.4
2021-05-12 16:05:39,23.4
2021-05-12 16:05:41,23.4
2021-05-12 16:05:43,23.4
2021-05-12 16:05:45,23.4
2021-05-12 16:05:47,23.4
2021-05-12 16:05:55,23.1
2021-05-12 16:05:57,23.1
2021-05-12 16:05:59,23.1
2021-05-12 16:06:01,23.1
2021-05-12 16:06:03,23.1
2021-05-12 16:06:05,23.1
2021-05-12 16:06:07,23.4
2021-05-12 16:06:09,23.4
2021-05-12 16:06:11,23.4
2021-05-12 16:06:25,23.8
2021-05-12 16:06:27,23.8
2021-05-12 16:06:29,23.4
2021-05-12 16:06:37,23.8
2021-05-12 16:06:39,23.8
2021-05-12 16:06:41,23.4
2021-05-12 16:06:49,23.4
2021-05-12 16:06:51,23.4
2021-05-12 16:06:53,23.4
2021-05-12 16:07:01,23.1
2021-05-12 16:07:03,23.1
2021-05-12 16:07:05,23.1
2021-05-12 16:07:13,22.7
2021-05-12 16:07:15,22.7
2021-05-12 16:07:17,22.7
2021-05-12 16:07:25,22.7
2021-05-12 16:07:27,22.7
2021-05-12 16:07:29,22.7
2021-05-12 16:07:37,22.3
2021-05-12 16:07:39,22.7
2021-05-12 16:07:41,22.7
2021-05-12 16:07:43,23.1
2021-05-12 16:07:45,23.0
2021-05-12 16:07:47,23.0
2021-05-12 16:07:55,23.0
2021-05-12 16:07:57,23.4
2021-05-12 16:07:59,23.4
2021-05-12 16:08:01,23.4
2021-05-12 16:08:03,23.4
2021-05-12 16:08:05,23.4
2021-05-12 16:08:07,23.4
2021-05-12 16:08:09,23.7
2021-05-12 16:08:11,23.7
2021-05-12 16:08:19,23.7
2021-05-12 16:08:21,23.7
2021-05-12 16:08:23,23.7
2021-05-12 16:08:25,23.7
2021-05-12 16:08:27,23.7
2021-05-12 16:08:29,23.7
2021-05-12 16:08:37,24.1
2021-05-12 16:08:39,23.7
2021-05-12 16:08:41,23.7
2021-05-12 16:08:49,23.7
2021-05-12 16:08:51,23.7
2021-05-12 16:08:53,23.7
2021-05-12 16:08:55,23.7
2021-05-12 16:08:57,23.7
2021-05-12 16:08:59,23.7
2021-05-12 16:09:01,23.7
2021-05-12 16:09:03,23.7
2021-05-12 16:09:05,23.7
2021-05-12 16:09:07,23.7
2021-05-12 16:09:09,23.7
2021-05-12 16:09:11,23.3
2021-05-12 16:09:19,23.4
2021-05-12 16:09:21,23.4
2021-05-12 16:09:23,23.4
2021-05-12 16:09:25,23.0
2021-05-12 16:09:27,23.0
2021-05-12 16:09:29,23.0
2021-05-12 16:09:31,23.0
2021-05-12 16:09:33,23.0
2021-05-12 16:09:35,23.0
2021-05-12 16:09:37,22.7
2021-05-12 16:09:39,23.0
2021-05-12 16:09:41,22.7
2021-05-12 16:09:43,22.6
2021-05-12 16:09:45,22.7
2021-05-12 16:09:47,22.7
2021-05-12 16:09:49,23.0
2021-05-12 16:09:51,22.7
2021-05-12 16:09:53,22.7
2021-05-12 16:10:01,23.0
2021-05-12 16:10:03,23.0
2021-05-12 16:10:05,23.0
2021-05-12 16:10:07,23.0
2021-05-12 16:10:09,23.0
2021-05-12 16:10:11,23.0
2021-05-12 16:10:13,23.4
2021-05-12 16:10:15,23.4
2021-05-12 16:10:17,23.4
2021-05-12 16:10:25,23.4
2021-05-12 16:10:27,23.4
2021-05-12 16:10:29,23.4
2021-05-12 16:10:31,23.3
2021-05-12 16:10:33,23.4
2021-05-12 16:10:35,23.3
2021-05-12 16:10:37,23.3
2021-05-12 16:10:39,23.4
2021-05-12 16:10:41,23.4
2021-05-12 16:10:43,23.7
2021-05-12 16:10:45,23.4
2021-05-12 16:10:47,23.3
2021-05-12 16:10:49,23.4
2021-05-12 16:10:51,23.3
2021-05-12 16:10:53,23.3
2021-05-12 16:10:55,23.3
2021-05-12 16:10:57,23.4
2021-05-12 16:10:59,23.3
2021-05-12 16:11:01,23.4
2021-05-12 16:11:03,23.4
2021-05-12 16:11:05,23.4
2021-05-12 16:11:13,23.4
2021-05-12 16:11:15,23.4
2021-05-12 16:11:17,23.4
2021-05-12 16:11:19,23.4
2021-05-12 16:11:21,23.4
2021-05-12 16:11:23,23.4
2021-05-12 16:11:25,23.4
2021-05-12 16:11:27,23.4
2021-05-12 16:11:29,23.4
2021-05-12 16:11:43,23.4
2021-05-12 16:11:45,23.4
2021-05-12 16:11:47,23.4
2021-05-12 16:11:49,23.4
2021-05-12 16:11:51,23.4
2021-05-12 16:11:53,23.4
2021-05-12 16:12:01,23.4
2021-05-12 16:12:03,23.4
2021-05-12 16:12:05,23.4
2021-05-12 16:12:07,23.4
2021-05-12 16:12:09,23.3
2021-05-12 16:12:11,23.3
2021-05-12 16:12:13,23.3
2021-05-12 16:12:15,23.3
2021-05-12 16:12:17,23.7
2021-05-12 16:12:19,23.3
2021-05-12 16:12:21,23.7
2021-05-12 16:12:23,23.4
2021-05-12 16:12:37,23.4
2021-05-12 16:12:39,23.4
2021-05-12 16:12:41,23.4
2021-05-12 16:12:43,23.4
2021-05-12 16:12:45,23.7
2021-05-12 16:12:47,23.7
2021-05-12 16:12:49,23.7
2021-05-12 16:12:51,23.7
2021-05-12 16:12:53,23.7
2021-05-12 16:12:55,23.7
2021-05-12 16:12:57,23.7
2021-05-12 16:12:59,23.7
2021-05-12 16:13:01,23.7
2021-05-12 16:13:03,23.7
2021-05-12 16:13:05,23.7
2021-05-12 16:13:19,23.7
2021-05-12 16:13:21,23.7
2021-05-12 16:13:23,23.7
2021-05-12 16:13:25,23.7
2021-05-12 16:13:27,24.1
2021-05-12 16:13:29,24.1
2021-05-12 16:13:31,24.1
2021-05-12 16:13:33,24.0
2021-05-12 16:13:35,24.1
2021-05-12 16:13:37,24.1
2021-05-12 16:13:39,24.1
2021-05-12 16:13:41,24.1
2021-05-12 16:13:43,24.1
2021-05-12 16:13:45,24.0
2021-05-12 16:13:47,24.1
2021-05-12 16:13:49,24.1
2021-05-12 16:13:51,24.0
2021-05-12 16:13:53,24.1
2021-05-12 16:13:55,24.0
2021-05-12 16:13:57,23.7
2021-05-12 16:13:59,23.7
2021-05-12 16:14:07,23.7
2021-05-12 16:14:09,23.3
2021-05-12 16:14:11,23.3
2021-05-12 16:14:19,23.4
2021-05-12 16:14:21,23.3
2021-05-12 16:14:23,23.3
2021-05-12 16:14:25,23.3
2021-05-12 16:14:27,23.0
2021-05-12 16:14:29,23.3
2021-05-12 16:14:31,23.3
2021-05-12 16:14:33,23.3
2021-05-12 16:14:35,23.3
2021-05-12 16:14:37,23.0
2021-05-12 16:14:39,23.0
2021-05-12 16:14:41,23.0
2021-05-12 16:14:49,23.0
2021-05-12 16:14:51,23.0
2021-05-12 16:14:53,23.0
2021-05-12 16:14:55,23.0
2021-05-12 16:14:57,23.0
2021-05-12 16:14:59,23.0
2021-05-12 16:15:01,23.0
2021-05-12 16:15:03,23.0
2021-05-12 16:15:05,23.0
2021-05-12 16:15:07,23.0
2021-05-12 16:15:09,23.0
2021-05-12 16:15:11,23.0
2021-05-12 16:15:19,22.7
2021-05-12 16:15:21,22.7
2021-05-12 16:15:23,22.7
2021-05-12 16:15:31,22.7
2021-05-12 16:15:33,22.6
2021-05-12 16:15:35,22.7
2021-05-12 16:15:37,23.0
2021-05-12 16:15:39,23.0
2021-05-12 16:15:41,23.0
2021-05-12 16:15:49,23.0
2021-05-12 16:15:51,23.0
2021-05-12 16:15:53,23.0
2021-05-12 16:16:01,23.0
2021-05-12 16:16:03,23.0
2021-05-12 16:16:05,23.3
2021-05-12 16:16:13,23.7
2021-05-12 16:16:15,23.3
2021-05-12 16:16:17,23.7
2021-05-12 16:16:31,24.0
2021-05-12 16:16:33,24.0
2021-05-12 16:16:35,24.0
2021-05-12 16:16:37,24.1
2021-05-12 16:16:39,23.7
2021-05-12 16:16:41,23.7
2021-05-12 16:16:43,23.7
2021-05-12 16:16:45,23.7
2021-05-12 16:16:47,23.7
2021-05-12 16:16:49,23.7
2021-05-12 16:16:51,23.7
2021-05-12 16:16:53,23.3
2021-05-12 16:16:55,23.4
2021-05-12 16:16:57,23.3
2021-05-12 16:16:59,23.4
2021-05-12 16:17:01,23.7
2021-05-12 16:17:03,23.7
2021-05-12 16:17:05,23.3
2021-05-12 16:17:07,23.4
2021-05-12 16:17:09,23.4
2021-05-12 16:17:11,23.4
2021-05-12 16:17:13,23.3
2021-05-12 16:17:15,23.4
2021-05-12 16:17:17,23.3
2021-05-12 16:17:25,23.3
2021-05-12 16:17:27,23.4
2021-05-12 16:17:29,23.4
2021-05-12 16:17:31,23.0
2021-05-12 16:17:33,23.0
2021-05-12 16:17:35,23.0
2021-05-12 16:17:37,23.3
2021-05-12 16:17:39,23.4
2021-05-12 16:17:41,23.3
2021-05-12 16:17:43,23.3
2021-05-12 16:17:45,23.7
2021-05-12 16:17:47,23.7
2021-05-12 16:17:49,23.7
2021-05-12 16:17:51,23.7
2021-05-12 16:17:53,23.7
2021-05-12 16:17:55,23.7
2021-05-12 16:17:57,23.7
2021-05-12 16:17:59,23.8
2021-05-12 16:18:07,23.7
2021-05-12 16:18:09,23.7
2021-05-12 16:18:11,23.7
2021-05-12 16:18:25,24.1
2021-05-12 16:18:27,24.1
2021-05-12 16:18:29,24.1
2021-05-12 16:18:31,24.1
2021-05-12 16:18:33,24.1
2021-05-12 16:18:35,24.4
2021-05-12 16:18:37,24.4
2021-05-12 16:18:39,24.1
2021-05-12 16:18:41,24.1
2021-05-12 16:18:43,24.1
2021-05-12 16:18:45,24.1
2021-05-12 16:18:47,24.1
2021-05-12 16:18:55,24.4
2021-05-12 16:18:57,24.4
2021-05-12 16:18:59,24.4
2021-05-12 16:19:13,24.4
2021-05-12 16:19:15,24.4
2021-05-12 16:19:17,24.4
2021-05-12 16:19:19,24.4
2021-05-12 16:19:21,24.5
2021-05-12 16:19:23,24.5
2021-05-12 16:19:25,24.5
2021-05-12 16:19:27,24.5
2021-05-12 16:19:29,24.5
2021-05-12 16:19:31,24.5
2021-05-12 16:19:33,24.5
2021-05-12 16:19:35,24.5
