DATE,TIME,GPS,SO2,CO,NO2,PM1.0,PM2.5,PM10.0,Tempurature,Humidity,Battery percent,SD card free space,Wifi count error,LTE count error,SD card count error
2021/05/12,16:23:08,2100.308446N10550.597582E,0.002,0.5,0.02,26.2,27.5,30.4,36.1,62.9,44.21,15545824,0,5,0
2021/05/12,16:23:18,2100.307609N10550.575419E,0.003,0.5,0.02,26.2,27.5,30.4,36.1,62.9,44.17,15545824,0,5,0
2021/05/12,16:23:28,2100.307875N10550.554461E,0.003,0.5,0.02,26.6,27.9,30.7,36.1,62.9,44.27,15545824,0,5,0
2021/05/12,16:23:38,2100.309267N10550.534008E,0.002,0.5,0.02,27,28.2,31,36.1,62.9,44.32,15545824,0,5,0
2021/05/12,16:23:48,2100.310052N10550.512557E,0.001,0.5,0.02,26.6,27.9,30.7,36.1,62.9,44.38,15545824,0,5,0
2021/05/12,16:23:58,2100.304353N10550.516402E,0.001,0.5,0.02,26.6,27.9,30.7,36.1,62.9,44.39,15545824,0,5,0
2021/05/12,16:24:08,2100.305326N10550.520366E,0.001,0.5,0.02,26.6,27.9,30.7,36.2,62.9,44.46,15545824,0,5,0
2021/05/12,16:24:18,2100.303786N10550.550758E,0.001,0.5,0.02,26.2,27.5,30.4,36.1,62.9,44.46,15545824,0,5,0
2021/05/12,16:24:28,2100.301265N10550.578327E,0.002,0.5,0.02,27.1,28.3,31,36.2,63,44.41,15545824,0,5,0
2021/05/12,16:24:38,2100.302601N10550.611009E,0.002,0.5,0.02,25.8,27.1,30.2,35.6,61.6,44.43,15545824,0,5,0
2021/05/12,16:24:48,2100.298312N10550.635491E,0.003,0.5,0.02,26.7,27.9,30.7,36.2,63,44.5,15545824,0,5,0
2021/05/12,16:24:58,2100.304435N10550.655292E,0.003,0.5,0.02,27.1,28.3,31,36.2,63,44.49,15545824,0,5,0
2021/05/12,16:25:08,2100.305280N10550.623053E,0.002,0.5,0.02,27.5,28.6,31.3,36.2,63,44.4,15545824,0,5,0
2021/05/12,16:25:18,2100.307422N10550.591997E,0.002,0.5,0.02,27.5,29,31.6,36.2,63,44.34,15545824,0,5,0
2021/05/12,16:25:28,2100.307691N10550.562589E,0.002,0.5,0.02,27.9,29.3,32.3,36.2,63,44.45,15545824,0,5,0
2021/05/12,16:25:38,2100.308947N10550.535822E,0.003,0.5,0.02,28.8,30,32.9,36.2,63,44.49,15545824,0,5,0
2021/05/12,16:25:48,2100.308924N10550.512915E,0.003,0.5,0.02,28.8,30,32.9,36.2,63,44.51,15545824,0,5,0
2021/05/12,16:25:58,2100.302393N10550.525327E,0.003,0.5,0.02,28.8,30,32.9,36.2,63,44.48,15545824,0,5,0
2021/05/12,16:26:08,2100.301393N10550.551499E,0.004,0.5,0.02,28.8,30,32.9,36.2,63,44.59,15545824,0,5,0
2021/05/12,16:26:18,2100.301574N10550.583934E,0.003,0.5,0.02,28.3,29.6,32.6,35.6,61.6,44.66,15545824,0,5,0
2021/05/12,16:27:19,2100.308049N10550.549869E,0.001,0.5,0.02,28.3,29.6,32.5,36.1,63,44.69,15545824,0,6,0
2021/05/12,16:27:29,2100.308975N10550.525862E,0.001,0.5,0.02,28.8,30,32.9,36.2,63.2,44.75,15545824,0,6,0
2021/05/12,16:27:39,2100.308708N10550.505471E,0.001,0.5,0.02,28.4,29.7,32.6,36.2,63.2,44.87,15545824,0,6,0
2021/05/12,16:27:49,2100.304304N10550.510931E,0.002,0.5,0.02,27.9,29.3,32.3,36.2,63.1,44.97,15545824,0,6,0
2021/05/12,16:27:59,2100.304042N10550.527117E,0.002,0.5,0.02,27.5,29,31.6,36.2,63.1,44.97,15545824,0,6,0
2021/05/12,16:28:09,2100.303368N10550.558588E,0.003,0.5,0.02,27.1,28.3,31,36.2,63.1,44.99,15545824,0,6,0
2021/05/12,16:28:19,2100.301598N10550.587721E,0.003,0.5,0.02,27.5,28.6,31.3,36.2,63.1,45.11,15545824,0,7,0
2021/05/12,16:28:29,2100.301494N10550.620682E,0.002,0.5,0.02,27.5,28.6,31.3,36.2,63.2,45.2,15545824,0,7,0
2021/05/12,16:28:39,2100.298507N10550.647161E,0.002,0.5,0.02,27.5,29,31.6,36.1,63.1,45.25,15545824,0,7,0
2021/05/12,16:28:49,2100.306392N10550.634357E,0.003,0.5,0.02,27.1,28.5,31.4,35.5,61.7,45.3,15545824,0,7,0
2021/05/12,16:28:59,2100.306751N10550.600595E,0.003,0.5,0.02,28,29.3,32.3,36.2,63.2,45.37,15545824,0,7,0
2021/05/12,16:29:09,2100.308244N10550.570473E,0.004,0.5,0.02,28,29.3,32.3,36.2,63.2,45.36,15545824,0,7,0
2021/05/12,16:29:19,2100.308660N10550.541425E,0.004,0.5,0.02,27.5,29,31.6,36.2,63.3,45.39,15545824,0,7,0
2021/05/12,16:29:29,2100.309924N10550.513852E,0.004,0.5,0.02,27.5,28.7,31.3,36.2,63.3,45.35,15545824,0,7,0
2021/05/12,16:29:39,2100.304599N10550.522907E,0.003,0.5,0.02,27.5,28.6,31.3,36.2,63.1,45.29,15545824,0,7,0
2021/05/12,16:29:49,2100.304500N10550.549155E,0.002,0.5,0.02,27.1,28.3,31,36.2,63.1,45.31,15545824,0,7,0
2021/05/12,16:29:59,2100.304252N10550.578757E,0.003,0.5,0.02,27.1,28.3,31,36.2,63.1,45.26,15545824,0,7,0
2021/05/12,16:30:09,2100.301684N10550.610695E,0.002,0.5,0.02,27.1,28.3,31,36.2,63.1,45.28,15545824,0,7,0
2021/05/12,16:30:19,2100.297553N10550.640443E,0.001,0.5,0.02,27.5,28.6,31.3,36.1,63.3,45.25,15545824,0,7,0
2021/05/12,16:30:29,2100.307729N10550.649814E,0.001,0.5,0.02,27.1,28.5,31.4,35.5,61.8,45.27,15545824,0,7,0
2021/05/12,16:30:39,2100.306285N10550.615300E,0.001,0.5,0.02,27.5,28.6,31.3,36.2,63.1,45.32,15545824,0,7,0
2021/05/12,16:30:49,2100.308060N10550.584261E,0.001,0.5,0.02,27.5,29,31.6,36.2,63.1,45.39,15545824,0,7,0
2021/05/12,16:30:59,2100.308194N10550.554995E,0.002,0.5,0.02,27.5,28.6,31.3,36.1,63.1,45.42,15545824,0,7,0
2021/05/12,16:31:09,2100.309572N10550.527294E,0.002,0.5,0.02,27.5,28.6,31.3,36.1,63.3,45.53,15545824,0,7,0
2021/05/12,16:31:19,2100.308476N10550.505793E,0.003,0.5,0.02,27.1,28.3,31,36.2,63.3,45.6,15545824,0,7,0
2021/05/12,16:31:29,2100.303491N10550.516814E,0.003,0.5,0.02,27.5,28.6,31.3,36.2,63.2,45.69,15545824,0,7,0
2021/05/12,16:31:39,2100.303998N10550.518360E,0.003,0.5,0.02,27.1,28.3,31,36.2,63.2,45.7,15545824,0,7,0
2021/05/12,16:31:49,2100.303214N10550.518326E,0.002,0.5,0.02,26.7,27.9,30.7,36.2,63.2,45.84,15545824,0,7,0
2021/05/12,16:31:59,2100.303120N10550.518535E,0.002,0.5,0.02,26.7,27.9,30.7,36.2,63.1,45.86,15545824,0,7,0
2021/05/12,16:32:09,2100.303123N10550.518540E,0.003,0.5,0.02,26.7,27.8,30.8,35.6,61.7,45.87,15545824,0,7,0
2021/05/12,16:32:19,2100.303125N10550.518535E,0.003,0.5,0.02,27.1,28.3,31,36.2,63.2,45.86,15545824,0,7,0
2021/05/12,16:32:29,2100.303129N10550.518534E,0.004,0.5,0.02,26.7,27.9,30.7,36.1,63.1,45.93,15545824,0,7,0
2021/05/12,16:32:39,2100.303124N10550.518539E,0.004,0.5,0.02,26.7,27.9,30.7,36.2,63.2,45.95,15545824,0,7,0
2021/05/12,16:32:49,2100.303120N10550.518540E,0.003,0.5,0.02,26.3,27.6,30.4,36.1,63.2,45.97,15545824,0,7,0
2021/05/12,16:32:59,2100.303167N10550.524779E,0.002,0.5,0.02,26.7,28,30.7,36.2,63.3,45.98,15545824,0,7,0
2021/05/12,16:33:09,2100.301315N10550.566318E,0.003,0.5,0.02,26.3,27.6,30.4,36.1,63.2,45.98,15545824,0,7,0
2021/05/12,16:33:19,2100.300391N10550.610272E,0.003,0.5,0.02,26.7,27.9,30.7,36.1,63.1,45.96,15545824,0,7,0
2021/05/12,16:33:29,2100.296401N10550.650847E,0.002,0.5,0.02,26.3,27.6,30.4,36.1,63.2,45.93,15545824,0,7,0
2021/05/12,16:33:39,2100.304017N10550.627507E,0.001,0.5,0.02,26.7,27.9,30.7,36.1,63.1,46.07,15545824,0,7,0
2021/05/12,16:33:49,2100.308015N10550.578544E,0.001,0.5,0.02,26.6,27.8,30.8,35.5,61.7,46.16,15545824,0,8,0
2021/05/12,16:33:59,2100.309178N10550.534679E,0.001,0.5,0.02,27.5,28.6,31.3,36.1,63.1,46.3,15545824,0,8,0
2021/05/12,16:34:09,2100.305223N10550.508753E,0.001,0.5,0.02,27.5,29,31.6,36.1,63.1,46.28,15545824,0,8,0
2021/05/12,16:34:19,2100.304493N10550.543736E,0.002,0.5,0.02,27.5,28.6,31.3,36.1,63.1,46.31,15545824,0,8,0
2021/05/12,16:34:29,2100.301714N10550.588435E,0.001,0.5,0.02,27.5,29,31.6,36.1,63.1,46.34,15545824,0,8,0
2021/05/12,16:34:39,2100.298623N10550.629107E,0.003,0.5,0.02,27.5,29,31.6,36.1,63.2,46.3,15545824,0,8,0
2021/05/12,16:34:49,2100.305033N10550.645095E,0.003,0.5,0.02,27.1,28.3,31,36.1,63.2,46.42,15545824,0,8,0
2021/05/12,16:34:59,2100.307679N10550.602823E,0.002,0.5,0.02,27.5,28.6,31.3,36.1,63.2,46.54,15545824,0,8,0
2021/05/12,16:35:09,2100.308780N10550.559304E,0.002,0.5,0.02,27.5,28.6,31.3,36.1,63.1,46.56,15545824,0,8,0
